X,Y,OBJECTID,stop_name,stop_code,routes_served
-6.247462422,53.3835279,163,Collins Avenue West ( Larkhill Road),206,44
-6.249859758,53.38482141,164,Larkhill Road,207,44
-6.247921465,53.38662654,165,Glendun Road,208,"16, 16C, 44"
-6.245862786,53.38733333,166,Glentow Estate,209,"16, 16C, 44"
-6.24832031,53.3875312,167,Crestfield Road,210,"16, 16C, 44"
-6.249161068,53.38426289,168,Saint Aidan's School,211,"16, 16C, 44"
-6.246259136,53.38317767,169,Collins Avenue West ( Larkhill Road),212,"16, 16C, 44"
-6.244888894,53.38140485,170,Iveragh Road,213,"1, 16, 16C, 33, 41, 41A, 41B, 41C, 44"
-6.246643589,53.37930945,171,Highfield Hospital,214,"1, 16, 16C, 33, 41, 41A, 41B, 41C, 44"
-6.242434776,53.38186308,172,Collins Avenue West,215,"16, 16C"
-6.238176296,53.3823306,173,Beaumont Road,216,"14, 16, 16C"
-6.236786098,53.3843234,174,Beaumont Road,217,"14, 16, 16C"
-6.233592482,53.38557047,175,Shantalla Road (Beaumont Road),218,"104, 16, 16C"
-6.244966185,53.38793134,176,Swords Road,220,"1, 104, 16, 33, 41, 41B, 41C"
-6.233521969,53.38582109,177,Shantalla Road (Beaumont Road),233,"104, 16, 16C"
-6.234805818,53.38495026,178,Beaumont Grove,234,"14, 14C, 16, 16C"
-6.237234433,53.38329639,179,Beaumont Road Collinswood Estate,235,"14, 14C, 16, 16C"
-6.238143837,53.38202452,180,Yellow Road,236,"14, 14C, 16, 16C"
-6.243510176,53.38203171,181,Collins Avenue,237,"16, 16C"
-6.231995775,53.38564569,182,Beaumont Road,242,"104, 14"
-6.22952465,53.38577984,183,Beaumont Road,243,"104, 14"
-6.223483865,53.38498901,184,Elmount Rise,244,"104, 14"
-6.219551582,53.38447202,185,Whitethorn Crescent,245,"104, 14"
-6.216215853,53.38515025,186,Beaumont Recreational Centre,246,14
-6.214486107,53.38696695,187,Ardlea Road (near A1 pub),247,27B
-6.214454607,53.38556434,188,Maryfield Drive,248,"14, 14C"
-6.216149745,53.38493355,189,Beaumont Recreational Centre,249,"14, 14C"
-6.220230292,53.38441923,190,Whitethorn Crescent,250,"104, 14, 14C"
-6.223234062,53.38485047,191,Skelly's Lane (Elmount Rise),251,"104, 14, 14C"
-6.227954893,53.38556779,192,Skelly's Lane (Opp Beaumont Crescent),252,"14, 14C"
-6.224375021,53.38994573,193,Beaumont Hospital,253,"104, 17A, 27B"
-6.224091088,53.39026507,194,Beaumont Hospital,254,"14, 27B"
-6.23151722,53.38558468,195,Coolgreena Road,255,"104, 14, 14C"
-6.263114477,53.35428479,196,Parnell Square East,260,4
-6.262838713,53.35404708,197,Parnell Square North,261,"11, 116, 13, 40"
-6.262722622,53.35394652,198,Garden of Remembrance,262,"16, 16C"
-6.262475426,53.35374519,199,Garden of Remembrance,263,"120, 122, 9"
-6.262228965,53.35352588,200,Gaelscoil Cholaiste Mhuire,264,"140, 46A"
-6.262025354,53.35336113,201,Gate Theatre,265,"1, 38, 38A, 38B, 38D, 44"
-6.26043967,53.35061463,202,Upper O'Connell Street,270,"13, 16, 16C, 40"
-6.259545833,53.34858826,203,Lower O'Connell Street,271,"1, 11, 122, 747"
-6.260795984,53.35145572,204,Upper O'Connell Street,272,"123, 44"
-6.258789745,53.347238,205,O'Connell Bridge,273,"120, 4, 7, 8"
-6.260675831,53.35034843,206,Millennium Spire,274,"123, 140, 38, 38A, 38B, 38D"
-6.331796583,53.3774022,207,River Road,276,120
-6.260521698,53.35081356,208,Citizens Information Service,277,"33, 41, 41A, 41B, 41C, 9"
-6.261115643,53.35135252,209,Cathal Brugha Street,278,"1, 11, 16, 16C, 44, 46A, 46E"
-6.260579522,53.35013131,210,Millennium Spire,279,"120, 122, 40"
-6.260923017,53.35091828,211,Dublin Bus Head Office,281,"116, 13, 4, 7, 7B, 7D, 8, 9"
-6.328359239,53.3772822,212,Rathbourne Avenue,284,120
-6.255618183,53.3491331,213,Irish Life Mall,288,"41, 41A, 41B, 41C"
-6.256269933,53.34898983,214,Irish Life Centre,289,"29A, 31, 31A, 31B, 32"
-6.256829407,53.34889914,215,National Lottery Head Quarters,291,29A
-6.255270338,53.34919093,216,Irish Life Mall,292,33
-6.257071431,53.34885773,217,National Lottery Head Quarters,293,130
-6.256771226,53.34811632,218,Eden Quay,297,"14, 14C, 151, 32X, 41X"
-6.256378356,53.3481735,219,Liberty Hall,298,27
-6.256015875,53.34822213,220,Liberty Hall,299,15
-6.255758476,53.34827229,221,Liberty Hall,300,"27A, 27B"
-6.256654431,53.34803372,222,Marlborough Street,301,"14, 142, 14C, 15, 151"
-6.256261929,53.34808191,223,Eden Quay,302,"151, 27, 27X, 33X, 61"
-6.255990252,53.34811389,224,Eden Quay,303,"27B, 61"
-6.280072457,53.33457687,225,O'Donovan Road,307,150
-6.279518649,53.33677097,226,Oscar Square,308,150
-6.27890458,53.33784968,227,Ardee Street,309,150
-6.266191509,53.34546727,228,Wellington Quay,312,"25, 25A, 25B, 25X, 26, 66, 66A, 66B, 66X, 67, 67X"
-6.261957852,53.3468977,229,Lower Liffey Street,313,"37, 39, 39A, 70"
-6.262046823,53.34692596,230,Bachelors Walk,315,"25, 25A, 25B, 25D, 25X, 26, 37, 39, 39A, 51D, 51X, 66, 66A, 66B, 66X, 67, 67X, 70, 83, 83A"
-6.259070558,53.34624441,231,Westmoreland Street,317,"26, 66, 66A, 66B, 67, 84X"
-6.259083372,53.34629853,232,Westmoreland Street (O'Connell Bridge),318,"25X, 66X, 67X"
-6.259277047,53.34596879,233,Westmoreland Street,319,"1, 13, 140, 40, 44, 83, 83A, 9"
-6.259275211,53.34564519,234,Westmoreland Street,320,"11, 116, 16, 16C, 46A, 46E, 7B, 7D"
-6.265350845,53.40425499,235,Gulliver's Retail Park,322,"13, 4"
-6.259906796,53.34673298,236,Aston Quay,325,145
-6.260468794,53.34657939,237,Aston Quay,326,"79, 79A"
-6.261060811,53.34642623,238,Aston Quay,328,"39, 39A"
-6.261681383,53.34630944,239,Aston Quay,329,"37, 70"
-6.258332451,53.34666507,240,O'Connell Bridge House,333,"32X, 33X, 41X"
-6.258156712,53.34655465,241,D'Olier Street,334,"118, 140, 145, 46A, 7B, 7D"
-6.257879193,53.34636184,242,D'Olier House,335,"123, 13, 39, 39A, 40"
-6.257703456,53.34625142,243,Ashfield House,336,"14, 142, 14C, 16, 25X, 51D, 51X, 66X, 67X, 83, 83A, 9"
-6.258183446,53.3458989,244,Irish Times,337,"150, 47, 68, 68A, 69, 69X"
-6.256924304,53.34730963,245,Burgh Quay,339,"68, 68A, 69, 69X"
-6.256137932,53.34596789,246,Pearse Street Garda Station,340,"1, 15A, 15B, 44, 47, 56A, 61, 77A"
-6.256893624,53.34548459,247,Trinity College,342,"49, 54A, 84X"
-6.256262806,53.34548436,248,Erne Street,345,"11, 116, 118, 145, 25X, 32X, 41X, 46A, 46E, 66X, 67X, 7B, 7D"
-6.256664064,53.34558909,249,Garda Station,346,"26, 66, 66A, 66B, 67"
-6.257689926,53.34547824,250,Trinity College,347,"25, 25A, 25B, 25D, 26, 66, 66A, 66B, 67"
-6.258251915,53.34532466,251,Trinity College,349,"37, 38, 38A, 38B, 38D, 39, 39A, 70"
-6.249767513,53.34564991,252,Lower Sandwith Street,350,"1, 44, 47, 56A, 61, 77A, 77X"
-6.24530928,53.34339132,253,Pearse Street,351,"1, 47, 56A, 77A"
-6.242427889,53.3429714,254,Pearse Square,352,"1, 47, 56A, 757, 77A"
-6.239619013,53.3426154,255,Pearse Street,353,"1, 47, 56A, 77A"
-6.236391403,53.3422172,256,Barrow Street,354,"1, 47, 56A, 77A"
-6.233044524,53.34179916,257,Ringsend Bus Depot,355,"1, 47"
-6.226717443,53.34190302,258,Bridge Street,356,"1, 47"
-6.223106467,53.33917082,259,Irishtown Road,357,"1, 47"
-6.214166428,53.34071812,260,Sean Moore Road (Pine Road),359,18
-6.223070338,53.33859504,261,Irishtown Gospel Hall,371,"1, 47"
-6.219671052,53.33547939,262,Star Of The Sea Church,372,"1, 47"
-6.217905028,53.33425759,263,Farney Park,373,"1, 47"
-6.216358573,53.33317387,264,Sandymount Road,374,"1, 47"
-6.21438714,53.33399826,265,Seafort Avenue,375,"1, 18, 47"
-6.20926927,53.33071275,266,Strand Road (Lea Road),376,"1, 47"
-6.208826138,53.32874667,267,Strand Road (Gilford Road),377,"1, 47"
-6.207304842,53.32564086,268,Sandymount Tower,378,"1, 47"
-6.209206647,53.32468072,269,Saint John's Road East,380,"1, 47"
-6.212289434,53.32419666,270,Saint John's Church,381,"1, 47"
-6.20762788,53.32509743,271,Seamount House,382,"1, 47"
-6.208937191,53.32860453,272,Strand Road (Gilford Road),383,"1, 47"
-6.210177739,53.33160723,273,Strand Road (Lea Road),384,"1, 47"
-6.211227688,53.33235102,274,Newgrove Avenue,385,"1, 18, 47"
-6.215769195,53.33254487,275,Sandymount Road,387,"1, 47"
-6.218479798,53.33451784,276,Sandymount Road,388,"1, 47"
-6.219588495,53.33529839,277,Sandymount Road,389,"1, 47"
-6.222287118,53.33756771,278,Tritonville Road,390,"1, 47"
-6.223954622,53.34008227,279,Irishtown Road,391,"1, 47"
-6.227429957,53.34174284,280,Saint Patrick's Church,392,"1, 47"
-6.222330895,53.33687627,281,Cranfield Place,393,"1, 47"
-6.235425806,53.34196024,282,Ringsend Road,395,"1, 15A, 15B, 27, 47, 56A, 77A"
-6.239715361,53.34246403,283,Pearse Street,396,"1, 15A, 15B, 27, 47, 56A, 77A"
-6.242060406,53.34277724,284,Saint Andrew's Resource Centre,397,"1, 27, 47, 56A, 757, 77A"
-6.245538486,53.34329582,285,Pearse Street,398,"1, 27, 47, 56A, 77A"
-6.248264307,53.3438482,286,Pearse Street,399,"1, 27, 47, 56A, 757, 77A"
-6.252777849,53.34475927,287,Shaw Street,400,"1, 120, 15A, 15B, 25, 25A, 25B, 26, 27, 4, 44, 47, 56A, 61, 66, 66A, 66B, 67, 7, 77A, 8"
-6.256691284,53.34271329,288,Nassau St. (Opp. Frederick St),403,"32X, 33X, 41X"
-6.256408665,53.34264624,289,Nassau St. (Opp. Frederick St),404,"11, 37, 38, 38A, 38B, 38D, 39, 39A, 51D, 51X, 70"
-6.25558973,53.34247249,290,South Frederick's Street,405,"120, 27X, 4, 7, 8"
-6.256096026,53.34257876,291,Northern Ireland Tourist Board,406,"145, 25, 25A, 25B, 25D, 25X, 26, 46A, 66, 66A, 66B, 66X, 67, 67X, 7B, 7D"
-6.253848318,53.34833423,292,Custom House,407,"142, 151, 15A, 15B, 33X, 41X"
-6.25001924,53.34097078,293,Merrion Square North,408,"120, 27X, 4, 7, 8"
-6.247650569,53.34013607,294,Holles Street,409,"120, 27X, 4, 7, 8"
-6.243875382,53.33881323,295,Lower Mount Street,410,"120, 4, 7, 8"
-6.241756545,53.3381169,296,Lower Mount Street,411,"120, 27X, 4, 7, 8"
-6.237264312,53.33525529,297,Northumberland Road,412,"120, 4, 7, 8"
-6.236441348,53.33409264,298,Northumberland Road,413,"120, 4, 7, 8"
-6.23441542,53.33151902,299,Northumberland Road,414,"120, 18, 27X, 4, 7, 8"
-6.232932745,53.33033759,300,Elgin Road,415,"120, 18, 4, 7, 8"
-6.229354937,53.32863071,301,"Merrion Road, RDS",416,"18, 27X, 4, 7, 8"
-6.225955789,53.32769038,302,Merrion Road (Sydenham Road),417,"18, 27X, 4, 7, 8"
-6.223380667,53.3257106,303,British Embassy,418,"27X, 4, 7, 8"
-6.220434874,53.3239859,304,Merrion Road,419,"27X, 4, 7, 8"
-6.217489294,53.32190159,305,Merrion Road,420,"27X, 4, 7, 8"
-6.214476494,53.31999597,306,Merrion Road (Ailesbury Road),421,"4, 7, 8"
-6.21030928,53.31806397,307,Saint Vincent's Hospital,422,"4, 7, 8, 84A"
-6.207390658,53.31714828,308,Herbert Avenue,423,"4, 7, 8, 84A"
-6.203711867,53.31539415,309,Merrion Gates,424,"4, 7, 8, 84A"
-6.2047629,53.31574254,310,Merrion Gates,476,"4, 7, 8, 84A"
-6.20695232,53.31686305,311,Merrion Road (Estate Ave),477,"4, 7, 8, 84A"
-6.211268201,53.31810532,312,Saint Vincent's Hospital,478,"4, 7, 8, 84A"
-6.213386661,53.31913476,313,Merrion Shopping Centre,479,"27X, 4, 7, 8"
-6.216272578,53.32084077,314,Merrion Road (Ailesbury Road),480,"27X, 4, 7, 8"
-6.218251815,53.32233543,315,Merlyn Road,481,"27X, 4, 7, 8"
-6.222012172,53.32468354,316,Merrion Road,482,"27X, 4, 7, 8"
-6.223957223,53.32592592,317,Merrion Road,483,"27X, 4, 7, 8"
-6.228634599,53.32826049,318,"Merrion Road, RDS",485,"120, 27X, 4, 7, 8"
-6.228917451,53.32831862,319,"Merrion Road, RDS",486,18
-6.233859519,53.33080073,320,American Embassy,487,"120, 18, 4, 7, 8"
-6.236061941,53.33309833,321,Lansdowne Park,488,"120, 27X, 4, 7, 8"
-6.237337306,53.33494178,322,Northumberland Road,489,"120, 4, 7, 8"
-6.238937561,53.33655632,323,Northumberland Road,490,"120, 4, 7, 8"
-6.241303865,53.33780463,324,Lower Mount Street,491,"120, 27X, 4, 7, 8"
-6.243599454,53.33858446,325,Lower Mount Street,492,"120, 4, 7, 8"
-6.24736034,53.33988913,326,Holles Street,493,"120, 25, 25A, 25B, 26, 27X, 4, 66, 66A, 66B, 67, 7, 8"
-6.251667978,53.3414174,327,Clare Street,494,"120, 25, 25A, 25B, 26, 27X, 4, 66, 66A, 66B, 67, 7, 757, 8"
-6.249732063,53.34358212,328,Outside Train Station,495,"120, 25, 25A, 25B, 26, 27X, 4, 44, 61, 66, 66A, 66B, 67, 7, 757, 8"
-6.252165,53.34946007,329,Busáras,496,"130, 14, 27, 27A, 27X, 29A, 31, 31A, 31B, 32, 53"
-6.250695447,53.35049913,330,Outside Connolly Station,497,"130, 14, 15, 27, 27A, 27B, 27X, 29A, 31, 31A, 31B, 32, 32X, 42, 43, 53"
-6.2491018,53.35749547,331,Summerhill Parade,499,123
-6.246259493,53.35902665,332,Ballybough Road (Foster Terrace),500,123
-6.243666712,53.36069626,333,Ballybough Road (Clonliffe Road),501,123
-6.243310023,53.36060113,334,Ballybough Road (Clonliffe Road),509,123
-6.245788112,53.35916353,335,Ballybough Road (Foster Terrace),510,123
-6.248620587,53.35750639,336,Summerhill Parade,511,123
-6.25400096,53.35525732,337,Summerhill Road,513,123
-6.248093506,53.35350792,338,Amiens Street,515,"130, 14, 15, 27, 27A, 27B, 29A, 31, 31A, 31B, 32, 42, 43, 53"
-6.245660642,53.35568326,339,Marino College of Further Education,516,"130, 14, 15, 27, 27A, 27B, 29A, 31, 31A, 31B, 32, 42, 43, 53"
-6.240914757,53.35893,340,North Strand Road,518,53
